LeMond, Revolution,FW 50,HW 02,26-Jul,17:19:59,Alt 30,Temp 25,Hum 43,Tire 2105,CF 150
0:08:41,36.3,3.4,269,129,98,79,0,,,
0:08:42,36.5,3.4,264,129,98,79,0,,,
0:08:43,36.3,3.4,249,130,98,80,0,,,
0:08:44,36.2,3.4,260,130,98,80,0,,,
0:08:45,36.3,3.5,262,131,98,80,0,,,
0:08:46,36.2,3.5,253,131,98,80,0,,,
0:08:47,36.2,3.5,266,132,98,81,0,,,
0:08:48,36.3,3.5,262,132,98,81,0,,,
0:08:49,36.2,3.5,247,132,97,81,0,,,
0:08:50,36.1,3.5,251,132,97,82,0,,,
0:08:51,36.1,3.5,258,132,97,82,0,,,
0:08:52,36.1,3.5,258,132,97,82,0,,,
0:08:53,36.1,3.5,245,132,97,83,0,,,
0:08:54,35.8,3.5,241,132,96,83,0,,,
0:08:55,35.8,3.6,247,132,96,83,0,,,
0:08:56,35.7,3.6,245,132,96,83,0,,,
0:08:57,35.7,3.6,245,132,96,84,0,,,
0:08:58,35.6,3.6,243,132,96,84,0,,,
0:08:59,35.6,3.6,249,132,96,84,0,,,
0:09:00,35.6,3.6,249,132,96,84,0,,,
0:09:01,35.6,3.6,249,132,96,85,0,,,
0:09:02,35.6,3.6,243,132,96,85,0,,,
0:09:03,35.4,3.6,241,132,96,85,0,,,
0:09:04,35.4,3.6,247,131,95,86,0,,,
0:09:05,35.4,3.6,247,131,95,86,0,,,
0:09:06,35.4,3.7,247,131,96,86,0,,,
0:09:07,35.4,3.7,254,131,96,86,0,,,
0:09:08,35.6,3.7,249,131,96,87,0,,,
0:09:09,35.4,3.7,241,131,96,87,0,,,
0:09:10,35.4,3.7,241,131,95,87,0,,,
0:09:11,35.3,3.7,239,131,95,88,0,,,
0:09:12,35.3,3.7,245,131,95,88,0,,,
0:09:13,35.3,3.7,252,131,95,88,0,,,
0:09:14,35.4,3.7,254,131,96,88,0,,,
0:09:15,35.4,3.7,254,131,96,89,0,,,
0:09:16,35.6,3.7,256,131,96,89,0,,,
0:09:17,35.6,3.8,256,130,96,89,0,,,
0:09:18,35.7,3.8,258,130,96,90,0,,,
0:09:19,35.7,3.8,258,130,97,90,0,,,
0:09:20,35.8,3.8,260,130,97,90,0,,,
0:09:21,35.8,3.8,254,131,97,91,0,,,
0:09:22,35.8,3.8,254,131,97,91,0,,,
0:09:23,35.8,3.8,266,131,97,91,0,,,
0:09:24,36.1,3.8,271,131,98,91,0,,,
0:09:25,36.1,3.8,271,132,98,92,0,,,
0:09:26,36.3,3.8,269,132,98,92,0,,,
0:09:27,36.2,3.8,247,132,97,92,0,,,
0:09:28,36.1,3.9,251,132,97,93,0,,,
0:09:29,36.1,3.9,258,131,97,93,0,,,
0:09:30,36.1,3.9,264,131,98,93,0,,,
0:09:31,36.2,3.9,273,131,98,94,0,,,
0:09:32,36.3,3.9,275,131,98,94,0,,,
0:09:33,36.5,3.9,277,131,99,94,0,,,
0:09:34,36.6,3.9,273,131,99,95,0,,,
0:09:35,36.6,3.9,260,131,98,95,0,,,
0:09:36,36.6,3.9,260,131,98,95,0,,,
0:09:37,36.5,3.9,251,131,98,95,0,,,
0:09:38,36.3,4,256,132,98,96,0,,,
0:09:39,36.3,4,249,132,98,96,0,,,
0:09:40,36.1,4,238,132,97,96,0,,,
0:09:41,35.9,4,256,132,97,97,0,,,
0:09:42,36.1,4,264,132,97,97,0,,,
0:09:43,36.1,4,264,131,97,97,0,,,
0:09:44,36.2,4,260,131,97,98,0,,,
0:09:45,36.1,4,258,130,98,98,0,,,
0:09:46,36.2,4,266,130,98,98,0,,,
0:09:47,36.2,4,253,130,97,98,0,,,
0:09:48,36.1,4.1,251,130,97,99,0,,,
0:09:49,36.1,4.1,258,130,97,99,0,,,
0:09:50,36.1,4.1,258,130,97,99,0,,,
0:09:51,36.1,4.1,232,131,97,100,0,,,
0:09:52,35.6,4.1,112,131,97,100,0,,,
0:09:53,33.3,4.1,0,131,97,100,0,,,
0:09:54,31,4.1,13,131,0,100,0,,,
0:09:55,29.5,4.1,51,131,0,100,0,,,
0:09:56,28.4,4.1,140,131,78,100,0,,,
0:09:57,29.3,4.1,245,131,82,100,0,,,
0:09:58,30.4,4.1,256,130,84,101,0,,,
0:09:59,31.1,4.1,240,129,85,101,0,,,
0:10:00,31.7,4.2,231,129,86,101,0,,,
0:10:01,32,4.2,219,129,87,101,0,,,
0:10:02,32.2,4.2,204,128,87,102,0,,,
0:10:03,32.2,4.2,204,128,87,102,0,,,
0:10:04,32.3,4.2,205,128,87,102,0,,,
0:10:05,32.3,4.2,205,128,87,102,0,,,
0:10:06,32.4,4.2,201,129,87,103,0,,,
0:10:07,32.3,4.2,194,129,87,103,0,,,
0:10:08,32.3,4.2,200,129,87,103,0,,,
0:10:09,32.3,4.2,194,129,87,103,0,,,
0:10:10,32.2,4.2,192,128,87,103,0,,,
0:10:11,32.2,4.2,192,128,86,104,0,,,
0:10:12,32,4.3,196,127,87,104,0,,,
0:10:13,32.2,4.3,209,126,87,104,0,,,
0:10:14,32.3,4.3,205,126,87,104,0,,,
0:10:15,32.3,4.3,194,126,87,105,0,,,
0:10:16,32.2,4.3,186,125,87,105,0,,,
0:10:17,32,4.3,190,126,86,105,0,,,
0:10:18,32,4.3,196,126,86,105,0,,,
0:10:19,32,4.3,196,125,87,105,0,,,
0:10:20,32,4.3,196,125,87,106,0,,,
0:10:21,32,4.3,196,125,86,106,0,,,
0:10:22,32,4.3,190,124,86,106,0,,,
0:10:23,31.9,4.3,183,123,85,106,0,,,
0:10:24,31.8,4.4,181,123,85,107,0,,,
0:10:25,31.7,4.4,185,123,85,107,0,,,
0:10:26,31.7,4.4,197,122,86,107,0,,,
0:10:27,31.8,4.4,198,122,85,107,0,,,
0:10:28,31.8,4.4,193,122,86,107,0,,,
0:10:29,31.8,4.4,193,122,86,108,0,,,
0:10:30,31.8,4.4,187,121,85,108,0,,,
0:10:31,31.7,4.4,179,121,85,108,0,,,
0:10:32,31.5,4.4,178,121,85,108,0,,,
0:10:33,31.4,4.4,182,121,85,109,0,,,
0:10:34,31.4,4.4,182,120,84,109,0,,,
0:10:35,31.3,4.4,180,120,84,109,0,,,
0:10:36,31.3,4.4,191,120,85,109,0,,,
0:10:37,31.4,4.5,187,120,84,109,0,,,
0:10:38,31.3,4.5,175,120,84,110,0,,,
0:10:39,31.1,4.5,184,119,84,110,0,,,
0:10:40,31.3,4.5,191,119,84,110,0,,,
0:10:41,31.3,4.5,169,118,83,110,0,,,
0:10:42,30.9,4.5,148,117,83,110,0,,,
0:10:43,30.5,4.5,106,116,83,111,0,,,
0:10:44,29.3,4.5,60,114,26,111,0,,,
0:10:45,28.1,4.5,127,114,79,111,0,,,
0:10:46,28.7,4.5,212,114,80,111,0,,,
0:10:47,29.5,4.5,211,113,81,111,0,,,
0:10:48,29.9,4.5,195,113,81,111,0,,,
0:10:49,30.1,4.5,193,113,82,112,0,,,
0:10:50,30.4,4.6,185,113,82,112,0,,,
0:10:51,30.4,4.6,174,114,82,112,0,,,
0:10:52,30.4,4.6,180,115,82,112,0,,,
0:10:53,30.5,4.6,182,115,82,113,0,,,
0:10:54,30.5,4.6,182,116,82,113,0,,,
0:10:55,30.6,4.6,183,117,82,113,0,,,
0:10:56,30.6,4.6,172,117,82,113,0,,,
0:10:57,30.5,4.6,176,118,83,113,0,,,
0:10:58,30.6,4.6,189,119,83,114,0,,,
0:10:59,30.8,4.6,190,119,83,114,0,,,
0:11:00,30.9,4.6,181,119,83,114,0,,,
0:11:01,30.8,4.6,174,118,83,114,0,,,
0:11:02,30.8,4.7,179,117,83,114,0,,,
0:11:03,30.8,4.7,190,116,83,115,0,,,
0:11:04,31,4.7,194,116,84,115,0,,,
0:11:05,31,4.7,194,115,84,115,0,,,
0:11:06,31.3,4.7,186,115,84,115,0,,,
0:11:07,31,4.7,177,115,84,115,0,,,
0:11:08,31.1,4.7,207,114,85,116,0,,,
0:11:09,31.5,4.7,223,115,86,116,0,,,
0:11:10,31.9,4.7,211,115,86,116,0,,,
0:11:11,31.9,4.7,194,115,86,116,0,,,
0:11:12,31.9,4.7,206,115,87,117,0,,,
0:11:13,32.2,4.7,215,115,87,117,0,,,
0:11:14,32.3,4.7,223,115,88,117,0,,,
0:11:15,32.7,4.8,252,114,89,117,0,,,
0:11:16,33.3,4.8,268,114,91,118,0,,,
0:11:17,33.8,4.8,246,114,91,118,0,,,
0:11:18,33.8,4.8,215,114,91,118,0,,,
0:11:19,33.7,4.8,201,114,90,119,0,,,
0:11:20,33.4,4.8,198,115,90,119,0,,,
0:11:21,33.3,4.8,196,115,89,119,0,,,
0:11:22,33,4.8,192,116,89,119,0,,,
0:11:23,32.9,4.8,197,116,89,119,0,,,
0:11:24,32.8,4.8,201,116,88,120,0,,,
0:11:25,32.8,4.8,207,117,88,120,0,,,
0:11:26,32.8,4.9,207,116,88,120,0,,,
0:11:27,32.8,4.9,201,117,88,120,0,,,
0:11:28,32.7,4.9,193,117,88,121,0,,,
0:11:29,32.5,4.9,203,116,88,121,0,,,
0:11:30,32.7,4.9,205,117,88,121,0,,,
0:11:31,32.5,4.9,197,117,88,121,0,,,
0:11:32,32.5,4.9,209,116,89,122,0,,,
0:11:33,32.7,4.9,217,117,89,122,0,,,
0:11:34,32.8,4.9,207,117,88,122,0,,,
0:11:35,32.7,4.9,199,117,88,122,0,,,
0:11:36,32.7,4.9,199,118,88,123,0,,,
0:11:37,32.5,5,197,118,88,123,0,,,
0:11:38,32.5,5,203,119,88,123,0,,,
0:11:39,32.5,5,209,119,88,123,0,,,
0:11:40,32.7,5,211,119,88,123,0,,,
0:11:41,32.7,5,199,119,88,124,0,,,
0:11:42,32.5,5,203,120,88,124,0,,,
0:11:43,32.7,5,211,120,88,124,0,,,
0:11:44,32.7,5,205,121,88,124,0,,,
0:11:45,32.7,5,205,121,88,125,0,,,
0:11:46,32.7,5,211,121,88,125,0,,,
0:11:47,32.8,5,207,121,88,125,0,,,
0:11:48,32.7,5.1,199,121,88,125,0,,,
0:11:49,32.7,5.1,205,120,88,126,0,,,
0:11:50,32.7,5.1,205,120,88,126,0,,,
0:11:51,32.7,5.1,199,120,88,126,0,,,
0:11:52,32.5,5.1,203,120,88,126,0,,,
0:11:53,32.7,5.1,205,121,88,127,0,,,
0:11:54,32.5,5.1,197,121,88,127,0,,,
0:11:55,32.5,5.1,197,121,88,127,0,,,
0:11:56,32.4,5.1,195,121,87,127,0,,,
0:11:57,32.4,5.1,195,121,87,127,0,,,
0:11:58,32.3,5.1,194,121,87,128,0,,,
0:11:59,32.3,5.2,194,120,87,128,0,,,
0:12:00,32.2,5.2,192,119,87,128,0,,,
0:12:01,32.2,5.2,198,119,87,128,0,,,
0:12:02,32.2,5.2,204,118,87,129,0,,,
0:12:03,32.3,5.2,211,119,87,129,0,,,
0:12:04,32.4,5.2,219,119,88,129,0,,,
0:12:05,32.7,5.2,228,118,89,129,0,,,
0:12:06,32.9,5.2,250,119,90,130,0,,,
0:12:07,33.5,5.2,278,119,92,130,0,,,
0:12:08,34.2,5.2,276,120,93,130,0,,,
0:12:09,34.6,5.2,270,120,94,131,0,,,
0:12:10,34.9,5.2,271,120,95,131,0,,,
0:12:11,35.2,5.3,262,120,95,131,0,,,
0:12:12,35.3,5.3,258,121,96,132,0,,,
0:12:13,35.4,5.3,260,121,96,132,0,,,
0:12:14,35.6,5.3,262,122,96,132,0,,,
0:12:15,35.7,5.3,271,123,97,132,0,,,
0:12:16,35.9,5.3,288,124,98,133,0,,,
0:12:17,36.3,5.3,301,124,98,133,0,,,
0:12:18,36.7,5.3,302,125,100,133,0,,,
0:12:19,37,5.3,293,126,100,134,0,,,
0:12:20,37.1,5.3,289,126,100,134,0,,,
0:12:21,37.2,5.4,278,127,100,134,0,,,
0:12:22,37.1,5.4,275,127,100,135,0,,,
0:12:23,37.2,5.4,284,127,100,135,0,,,
0:12:24,37.2,5.4,284,128,100,135,0,,,
0:12:25,37.3,5.4,280,128,100,136,0,,,
0:12:26,37.2,5.4,271,129,100,136,0,,,
0:12:27,37.2,5.4,258,129,111,136,0,,,
0:12:28,36.8,5.4,238,129,110,137,0,,,
0:12:29,36.6,5.4,240,129,110,137,0,,,
0:12:30,36.3,5.4,242,129,103,137,0,,,
0:12:31,36.2,5.5,266,130,98,138,0,,,
0:12:32,36.5,5.5,284,130,99,138,0,,,
0:12:33,36.6,5.5,280,131,99,138,0,,,
0:12:34,36.7,5.5,275,131,99,139,0,,,
0:12:35,36.7,5.5,269,132,99,139,0,,,
0:12:36,36.7,5.5,262,132,99,139,0,,,
0:12:37,36.6,5.5,260,133,98,139,0,,,
0:12:38,36.6,5.5,260,133,98,140,0,,,
0:12:39,36.5,5.5,251,133,98,140,0,,,
0:12:40,36.3,5.5,262,133,98,140,0,,,
0:12:41,36.5,5.6,264,134,98,141,0,,,
0:12:42,36.3,5.6,256,134,98,141,0,,,
0:12:43,36.3,5.6,262,134,98,141,0,,,
0:12:44,36.3,5.6,269,133,98,142,0,,,
0:12:45,36.5,5.6,277,134,99,142,0,,,
0:12:46,36.6,5.6,280,134,99,142,0,,,
0:12:47,36.7,5.6,269,134,99,143,0,,,
0:12:48,36.6,5.6,253,135,98,143,0,,,
0:12:49,36.5,5.6,251,135,98,143,0,,,
0:12:50,36.3,5.6,256,135,98,143,0,,,
0:12:51,36.3,5.7,269,136,98,144,0,,,
0:12:52,36.5,5.7,277,136,98,144,0,,,
0:12:53,36.6,5.7,280,136,99,144,0,,,
0:12:54,36.7,5.7,269,136,99,145,0,,,
0:12:55,36.6,5.7,253,136,98,145,0,,,
0:12:56,36.5,5.7,258,136,98,145,0,,,
0:12:57,36.5,5.7,277,136,99,146,0,,,
0:12:58,36.7,5.7,282,136,99,146,0,,,
0:12:59,36.7,5.7,269,137,99,146,0,,,
0:13:00,36.7,5.7,269,137,99,147,0,,,
0:13:01,36.7,5.8,255,137,99,147,0,,,
0:13:02,36.5,5.8,258,137,98,147,0,,,
0:13:03,36.6,5.8,273,138,98,147,0,,,
0:13:04,36.6,5.8,266,138,98,148,0,,,
0:13:05,36.6,5.8,266,138,99,148,0,,,
0:13:06,36.6,5.8,266,138,98,148,0,,,
0:13:07,36.6,5.8,266,138,98,149,0,,,
0:13:08,36.6,5.8,260,138,98,149,0,,,
0:13:09,36.5,5.8,258,139,98,149,0,,,
0:13:10,36.5,5.8,258,139,98,150,0,,,
0:13:11,36.3,5.9,269,139,98,150,0,,,
0:13:12,36.6,5.9,280,139,98,150,0,,,
0:13:13,36.6,5.9,266,139,99,151,0,,,
0:13:14,36.6,5.9,273,140,99,151,0,,,
0:13:15,36.7,5.9,269,140,99,151,0,,,
0:13:16,36.6,5.9,260,140,98,151,0,,,
0:13:17,36.6,5.9,260,140,98,152,0,,,
0:13:18,36.5,5.9,258,140,98,152,0,,,
0:13:19,36.5,5.9,271,140,98,152,0,,,
0:13:20,36.6,5.9,273,140,99,153,0,,,
0:13:21,36.6,6,266,140,99,153,0,,,
0:13:22,36.6,6,266,140,98,153,0,,,
0:13:23,36.6,6,266,140,99,154,0,,,
0:13:24,36.6,6,273,140,99,154,0,,,
0:13:25,36.7,6,275,140,99,154,0,,,
0:13:26,36.7,6,269,141,99,155,0,,,
0:13:27,36.7,6,275,141,99,155,0,,,
0:13:28,36.8,6,277,141,99,155,0,,,
0:13:29,36.8,6,277,141,100,156,0,,,
0:13:30,37,6,280,141,99,156,0,,,
0:13:31,37,6.1,266,142,99,156,0,,,
0:13:32,36.8,6.1,258,142,99,156,0,,,
0:13:33,36.7,6.1,255,142,99,157,0,,,
0:13:34,36.6,6.1,260,142,98,157,0,,,
0:13:35,36.6,6.1,266,142,99,157,0,,,
0:13:36,36.6,6.1,273,142,99,158,0,,,
0:13:37,36.7,6.1,282,142,99,158,0,,,
0:13:38,36.8,6.1,291,142,100,158,0,,,
0:13:39,37.1,6.1,282,141,100,159,0,,,
0:13:40,37,6.1,260,142,99,159,0,,,
0:13:41,36.8,6.2,264,142,99,159,0,,,
0:13:42,36.8,6.2,258,142,99,160,0,,,
0:13:43,36.6,6.2,260,142,99,160,0,,,
0:13:44,36.7,6.2,275,142,99,160,0,,,
0:13:45,36.7,6.2,262,142,99,160,0,,,
0:13:46,36.6,6.2,260,142,99,161,0,,,
0:13:47,36.6,6.2,266,141,99,161,0,,,
0:13:48,36.6,6.2,273,141,99,161,0,,,
0:13:49,36.7,6.2,275,141,99,162,0,,,
0:13:50,36.7,6.2,269,140,99,162,0,,,
0:13:51,36.7,6.3,269,140,99,162,0,,,
0:13:52,36.7,6.3,262,140,99,163,0,,,
0:13:53,36.6,6.3,266,140,99,163,0,,,
0:13:54,36.7,6.3,282,140,99,163,0,,,
0:13:55,36.8,6.3,277,140,99,164,0,,,
0:13:56,36.8,6.3,271,139,99,164,0,,,
0:13:57,36.8,6.3,264,140,99,164,0,,,
0:13:58,36.7,6.3,249,140,98,165,0,,,
0:13:59,36.5,6.3,258,139,99,165,0,,,
0:14:00,36.6,6.3,280,140,99,165,0,,,
0:14:01,36.7,6.4,282,140,99,165,0,,,
0:14:02,36.8,6.4,284,140,99,166,0,,,
0:14:03,37,6.4,280,140,100,166,0,,,
0:14:04,37,6.4,266,140,99,166,0,,,
0:14:05,36.8,6.4,271,141,99,167,0,,,
0:14:06,37,6.4,273,141,99,167,0,,,
0:14:07,36.8,6.4,264,141,99,167,0,,,
0:14:08,36.8,6.4,271,141,99,168,0,,,
0:14:09,36.8,6.4,264,141,99,168,0,,,
0:14:10,36.7,6.4,262,141,99,168,0,,,
0:14:11,36.7,6.5,269,142,99,169,0,,,
0:14:12,36.7,6.5,275,142,99,169,0,,,
0:14:13,36.8,6.5,284,142,99,169,0,,,
0:14:14,37,6.5,273,142,99,170,0,,,
0:14:15,36.8,6.5,264,142,99,170,0,,,
0:14:16,36.8,6.5,264,142,99,170,0,,,
0:14:17,36.7,6.5,269,142,99,170,0,,,
0:14:18,36.8,6.5,277,141,99,171,0,,,
0:14:19,36.8,6.5,271,141,99,171,0,,,
0:14:20,36.8,6.5,271,141,99,171,0,,,
0:14:21,36.8,6.6,271,141,99,172,0,,,
0:14:22,36.8,6.6,271,141,99,172,0,,,
0:14:23,36.8,6.6,271,141,99,172,0,,,
0:14:24,36.8,6.6,271,141,99,173,0,,,
0:14:25,36.8,6.6,264,141,99,173,0,,,
0:14:26,36.7,6.6,269,141,99,173,0,,,
0:14:27,36.8,6.6,284,142,99,174,0,,,
0:14:28,37,6.6,280,142,100,174,0,,,
0:14:29,37,6.6,280,142,100,174,0,,,
0:14:30,37.1,6.6,289,142,100,175,0,,,
0:14:31,37.2,6.7,284,143,100,175,0,,,
0:14:32,37.2,6.7,278,143,100,175,0,,,
0:14:33,37.2,6.7,271,143,100,176,0,,,
0:14:34,37.1,6.7,275,144,100,176,0,,,
0:14:35,37.2,6.7,284,144,100,176,0,,,
0:14:36,37.2,6.7,278,144,100,177,0,,,
0:14:37,37.2,6.7,278,144,100,177,0,,,
0:14:38,37.2,6.7,278,144,100,177,0,,,
0:14:39,37.2,6.7,264,145,100,178,0,,,
0:14:40,37,6.7,253,145,99,178,0,,,
0:14:41,36.8,6.8,258,144,99,178,0,,,
0:14:42,36.7,6.8,255,144,99,178,0,,,
0:14:43,36.6,6.8,260,144,98,179,0,,,
0:14:44,36.6,6.8,260,144,98,179,0,,,
0:14:45,36.5,6.8,258,143,98,179,0,,,
0:14:46,36.5,6.8,271,142,98,180,0,,,
0:14:47,36.6,6.8,273,142,99,180,0,,,
0:14:48,36.6,6.8,266,142,98,180,0,,,
0:14:49,36.6,6.8,266,142,98,181,0,,,
0:14:50,36.6,6.8,266,141,99,181,0,,,
0:14:51,36.6,6.9,260,141,98,181,0,,,
0:14:52,36.5,6.9,258,141,98,181,0,,,
0:14:53,36.5,6.9,271,141,99,182,0,,,
0:14:54,36.6,6.9,273,141,99,182,0,,,
0:14:55,36.6,6.9,266,141,99,182,0,,,
0:14:56,36.6,6.9,280,141,99,183,0,,,
0:14:57,36.8,6.9,291,142,100,183,0,,,
0:14:58,37,6.9,273,142,99,183,0,,,
0:14:59,36.8,6.9,258,142,99,184,0,,,
0:15:00,36.7,6.9,262,142,99,184,0,,,
0:15:01,36.7,7,262,142,99,184,0,,,
0:15:02,36.6,7,266,142,99,185,0,,,
0:15:03,36.7,7,275,142,99,185,0,,,
0:15:04,36.7,7,269,142,99,185,0,,,
0:15:05,36.7,7,262,141,99,186,0,,,
0:15:06,36.6,7,253,141,98,186,0,,,
0:15:07,36.5,7,258,141,99,186,0,,,
0:15:08,36.5,7,271,141,99,186,0,,,
0:15:09,36.6,7,273,141,99,187,0,,,
0:15:10,36.6,7,273,141,99,187,0,,,
0:15:11,36.7,7.1,275,142,99,187,0,,,
0:15:12,36.7,7.1,269,141,99,188,0,,,
0:15:13,36.7,7.1,262,141,99,188,0,,,
0:15:14,36.6,7.1,260,141,99,188,0,,,
0:15:15,36.6,7.1,273,141,99,189,0,,,
0:15:16,36.7,7.1,275,141,99,189,0,,,
0:15:17,36.7,7.1,269,141,99,189,0,,,
0:15:18,36.7,7.1,269,141,99,190,0,,,
0:15:19,36.7,7.1,269,141,99,190,0,,,
0:15:20,36.7,7.1,275,141,99,190,0,,,
0:15:21,36.8,7.2,277,141,99,191,0,,,
0:15:22,36.8,7.2,277,141,99,191,0,,,
0:15:23,37,7.2,280,141,100,191,0,,,
0:15:24,37,7.2,280,141,100,191,0,,,
0:15:25,37.1,7.2,275,141,100,192,0,,,
0:15:26,37,7.2,273,141,100,192,0,,,
0:15:27,37.1,7.2,275,141,100,192,0,,,
0:15:28,37,7.2,260,140,99,193,0,,,
0:15:29,36.8,7.2,258,141,99,193,0,,,
0:15:30,36.7,7.2,262,141,99,193,0,,,
0:15:31,36.7,7.3,269,140,99,194,0,,,
0:15:32,36.7,7.3,269,141,99,194,0,,,
0:15:33,36.7,7.3,262,141,99,194,0,,,
0:15:34,36.6,7.3,260,141,99,195,0,,,
0:15:35,36.6,7.3,266,141,99,195,0,,,
0:15:36,36.6,7.3,260,141,98,195,0,,,
0:15:37,36.5,7.3,251,141,98,195,0,,,
0:15:38,36.3,7.3,256,141,98,196,0,,,
0:15:39,36.3,7.3,262,140,98,196,0,,,
0:15:40,36.3,7.3,269,140,98,196,0,,,
0:15:41,36.5,7.4,277,141,99,197,0,,,
0:15:42,36.6,7.4,280,141,99,197,0,,,
0:15:43,36.7,7.4,282,141,99,197,0,,,
0:15:44,36.8,7.4,277,141,99,198,0,,,
0:15:45,36.8,7.4,271,142,99,198,0,,,
0:15:46,36.8,7.4,264,142,99,198,0,,,
0:15:47,36.7,7.4,269,142,99,199,0,,,
0:15:48,36.8,7.4,277,143,99,199,0,,,
0:15:49,36.8,7.4,264,143,99,199,0,,,
0:15:50,36.7,7.4,255,143,99,200,0,,,
0:15:51,36.6,7.5,266,142,99,200,0,,,
0:15:52,36.7,7.5,269,142,98,200,0,,,
0:15:53,36.6,7.5,260,142,98,200,0,,,
0:15:54,36.6,7.5,266,142,99,201,0,,,
0:15:55,36.6,7.5,266,143,99,201,0,,,
0:15:56,36.6,7.5,266,142,99,201,0,,,
0:15:57,36.6,7.5,266,142,99,202,0,,,
0:15:58,36.6,7.5,266,142,99,202,0,,,
0:15:59,36.6,7.5,266,142,99,202,0,,,
0:16:00,36.6,7.5,266,142,99,203,0,,,
0:16:01,36.6,7.6,260,142,98,203,0,,,
0:16:02,36.5,7.6,258,142,98,203,0,,,
0:16:03,36.5,7.6,264,143,98,204,0,,,
0:16:04,36.5,7.6,264,143,98,204,0,,,
0:16:05,36.5,7.6,264,143,98,204,0,,,
0:16:06,36.5,7.6,277,143,99,204,0,,,
0:16:07,36.7,7.6,282,143,99,205,0,,,
0:16:08,36.7,7.6,269,143,99,205,0,,,
0:16:09,36.7,7.6,269,143,99,205,0,,,
0:16:10,36.7,7.6,275,144,99,206,0,,,
0:16:11,36.8,7.7,284,144,100,206,0,,,
0:16:12,37,7.7,280,144,100,206,0,,,
0:16:13,37,7.7,273,144,100,207,0,,,
0:16:14,37,7.7,273,144,100,207,0,,,
0:16:15,37,7.7,273,144,99,207,0,,,
0:16:16,37,7.7,273,145,100,208,0,,,
0:16:17,37,7.7,280,145,100,208,0,,,
0:16:18,37.1,7.7,282,145,100,208,0,,,
0:16:19,37.1,7.7,275,145,100,209,0,,,
0:16:20,37.1,7.7,275,145,100,209,0,,,
0:16:21,37.1,7.8,269,145,100,209,0,,,
0:16:22,37,7.8,266,145,100,210,0,,,
0:16:23,37,7.8,273,145,100,210,0,,,
0:16:24,37,7.8,273,145,100,210,0,,,
0:16:25,37,7.8,273,145,100,211,0,,,
0:16:26,37,7.8,280,145,100,211,0,,,
0:16:27,37.1,7.8,275,145,100,211,0,,,
0:16:28,37,7.8,266,145,99,211,0,,,
0:16:29,37,7.8,260,144,99,212,0,,,
0:16:30,36.7,7.8,255,144,99,212,0,,,
0:16:31,36.7,7.9,269,144,99,212,0,,,
0:16:32,36.7,7.9,269,144,99,213,0,,,
0:16:33,36.7,7.9,269,144,99,213,0,,,
0:16:34,36.7,7.9,269,144,99,213,0,,,
0:16:35,36.7,7.9,269,144,99,214,0,,,
0:16:36,36.7,7.9,262,144,99,214,0,,,
0:16:37,36.6,7.9,253,144,98,214,0,,,
0:16:38,36.5,7.9,258,144,98,215,0,,,
0:16:39,36.5,7.9,264,144,98,215,0,,,
0:16:40,36.5,7.9,258,144,98,215,0,,,
0:16:41,36.3,8,256,143,98,215,0,,,
0:16:42,36.3,8,256,143,98,216,0,,,
0:16:43,36.2,8,260,143,98,216,0,,,
0:16:44,36.3,8,275,143,98,216,0,,,
0:16:45,36.5,8,264,143,98,217,0,,,
0:16:46,36.3,8,262,143,98,217,0,,,
0:16:47,36.5,8,264,143,98,217,0,,,
0:16:48,36.3,8,249,144,98,218,0,,,
0:16:49,36.2,8,260,143,98,218,0,,,
0:16:50,36.3,8,282,143,98,218,0,,,
0:16:51,36.6,8.1,286,143,99,219,0,,,
0:16:52,36.7,8.1,275,143,99,219,0,,,
0:16:53,36.7,8.1,275,143,99,219,0,,,
0:16:54,36.8,8.1,277,144,99,219,0,,,
0:16:55,36.8,8.1,271,144,99,220,0,,,
0:16:56,36.8,8.1,271,144,99,220,0,,,
0:16:57,36.8,8.1,264,145,99,220,0,,,
0:16:58,36.7,8.1,262,145,99,221,0,,,
0:16:59,36.7,8.1,269,145,99,221,0,,,
0:17:00,36.7,8.1,282,145,99,221,0,,,
0:17:01,37,8.2,286,145,100,222,0,,,
0:17:02,37,8.2,280,145,100,222,0,,,
0:17:03,37.1,8.2,269,145,99,222,0,,,
0:17:04,36.8,8.2,251,145,99,223,0,,,
0:17:05,36.7,8.2,255,145,98,223,0,,,
0:17:06,36.6,8.2,253,145,98,223,0,,,
0:17:07,36.5,8.2,264,145,98,223,0,,,
0:17:08,36.6,8.2,273,145,99,224,0,,,
0:17:09,36.6,8.2,266,145,98,224,0,,,
0:17:10,36.6,8.2,260,145,98,224,0,,,
0:17:11,36.5,8.3,245,146,98,225,0,,,
0:17:12,36.2,8.3,253,146,98,225,0,,,
0:17:13,36.3,8.3,275,146,98,225,0,,,
0:17:14,36.5,8.3,264,145,98,226,0,,,
0:17:15,36.3,8.3,256,145,98,226,0,,,
0:17:16,36.3,8.3,262,145,98,226,0,,,
0:17:17,36.3,8.3,256,145,98,227,0,,,
0:17:18,36.2,8.3,253,145,98,227,0,,,
0:17:19,36.2,8.3,260,145,98,227,0,,,
0:17:20,36.2,8.3,260,145,98,227,0,,,
0:17:21,36.2,8.4,260,145,98,228,0,,,
0:17:22,36.2,8.4,266,146,98,228,0,,,
0:17:23,36.3,8.4,269,145,98,228,0,,,
