LeMond, Revolution,FW 50,HW 02,08/20,16:48:28,Alt 1432,Temp 25,Hum 46,Tire 2097,CF 150
TIME,SPEED,DIST,POWER,HEART RATE,CADENCE,CALORIES,TARGET
0:16:03,034.8,007.3,0265,119,100,0176,180<PWR<133,
0:16:04,035.3,007.3,0260,119,109,0177,180<PWR<133,
0:16:05,035.7,007.3,0253,119,110,0177,180<PWR<133,
0:16:06,035.9,007.3,0237,119,110,0177,180<PWR<133,
0:16:07,035.9,007.3,0237,119,110,0177,180<PWR<133,
0:16:08,036.2,007.3,0228,120,109,0178,180<PWR<133,
0:16:09,035.9,007.3,0198,120,108,0178,180<PWR<133,
0:16:10,035.7,007.3,0195,121,107,0178,180<PWR<133,
0:16:11,035.4,007.4,0198,122,107,0178,180<PWR<133,
0:16:12,035.3,007.4,0203,122,107,0179,180<PWR<133,
0:16:13,035.2,007.4,0207,122,107,0179,180<PWR<133,
0:16:14,035.2,007.4,0220,122,108,0179,180<PWR<133,
0:16:15,035.3,007.4,0228,122,108,0179,180<PWR<133,
0:16:16,035.4,007.4,0230,123,109,0180,180<PWR<133,
0:16:17,035.6,007.4,0238,123,109,0180,180<PWR<133,
0:16:18,035.8,007.4,0242,124,109,0180,180<PWR<133,
0:16:19,035.9,007.4,0224,124,109,0180,180<PWR<133,
0:16:20,035.8,007.4,0209,125,108,0181,180<PWR<133,
0:16:21,035.7,007.4,0201,125,108,0181,180<PWR<133,
0:16:22,035.4,007.5,0198,125,107,0181,180<PWR<133,
0:16:23,035.3,007.5,0209,125,107,0181,180<PWR<133,
0:16:24,035.3,007.5,0215,125,107,0182,180<PWR<133,
0:16:25,035.3,007.5,0203,126,107,0182,180<PWR<133,
0:16:26,035.1,007.5,0199,126,107,0182,180<PWR<133,
0:16:27,035.1,007.5,0206,127,106,0182,180<PWR<133,
0:16:28,034.9,007.5,0191,127,105,0183,180<PWR<133,
0:16:29,034.7,007.5,0194,127,105,0183,180<PWR<133,
0:16:30,034.7,007.5,0213,128,106,0183,180<PWR<133,
0:16:31,034.8,007.5,0227,128,107,0183,180<PWR<133,
0:16:32,035.1,007.5,0231,129,107,0184,180<PWR<133,
0:16:33,035.2,007.6,0220,129,107,0184,180<PWR<133,
0:16:34,035.2,007.6,0214,129,107,0184,180<PWR<133,
0:16:35,035.2,007.6,0220,129,108,0184,180<PWR<133,
0:16:36,035.3,007.6,0222,129,107,0185,180<PWR<133,
0:16:37,035.3,007.6,0215,130,107,0185,180<PWR<133,
0:16:38,035.3,007.6,0215,130,107,0185,180<PWR<133,
0:16:39,035.3,007.6,0209,130,107,0185,180<PWR<133,
0:16:40,035.2,007.6,0201,130,107,0186,180<PWR<133,
0:16:41,035.1,007.6,0212,130,107,0186,180<PWR<133,
0:16:42,035.2,007.6,0233,130,108,0186,180<PWR<133,
0:16:43,035.4,007.6,0236,130,109,0186,180<PWR<133,
0:16:44,035.6,007.7,0245,130,109,0187,180<PWR<133,
0:16:45,035.9,007.7,0243,130,110,0187,180<PWR<133,
0:16:46,035.9,007.7,0224,130,110,0187,180<PWR<133,
0:16:47,035.9,007.7,0224,130,109,0187,180<PWR<133,
0:16:48,035.9,007.7,0224,131,109,0188,180<PWR<133,
0:16:49,035.9,007.7,0218,131,109,0188,180<PWR<133,
0:16:50,035.9,007.7,0218,131,108,0188,180<PWR<133,
0:16:51,035.9,007.7,0218,131,108,0188,180<PWR<133,
0:16:52,035.9,007.7,0218,131,108,0189,180<PWR<133,
0:16:53,035.9,007.7,0218,132,108,0189,180<PWR<133,
0:16:54,035.8,007.7,0203,132,110,0189,180<PWR<133,
0:16:55,035.6,007.8,0219,133,100,0189,180<PWR<133,
0:16:56,035.8,007.8,0274,133,102,0190,180<PWR<133,
0:16:57,036.6,007.8,0306,133,105,0190,180<PWR<133,
0:16:58,037.2,007.8,0283,133,105,0190,180<PWR<133,
0:16:59,037.3,007.8,0271,133,106,0191,180<PWR<133,
0:17:00,037.7,007.8,0277,133,106,0191,180<PWR<133,
0:17:01,037.8,007.8,0266,133,107,0191,180<PWR<133,
0:17:02,037.9,007.8,0261,133,106,0192,180<PWR<133,
0:17:03,037.9,007.8,0247,133,106,0192,180<PWR<133,
0:17:04,037.8,007.8,0238,133,106,0192,180<PWR<133,
0:17:05,037.7,007.9,0237,133,105,0193,180<PWR<133,
0:17:06,037.6,007.9,0241,132,106,0193,180<PWR<133,
0:17:07,037.6,007.9,0248,132,105,0193,180<PWR<133,
0:17:08,037.6,007.9,0248,133,105,0193,180<PWR<133,
0:17:09,037.6,007.9,0248,133,106,0194,180<PWR<133,
0:17:10,037.6,007.9,0248,133,106,0194,180<PWR<133,
0:17:11,037.6,007.9,0248,134,106,0194,180<PWR<133,
0:17:12,037.6,007.9,0248,139,105,0195,180<PWR<133,
0:17:13,037.6,007.9,0248,150,105,0195,180<PWR<133,
0:17:14,037.6,007.9,0248,150,105,0195,180<PWR<133,
0:17:15,037.6,008.0,0248,145,106,0195,180<PWR<133,
0:17:16,037.6,008.0,0241,142,105,0196,180<PWR<133,
0:17:17,037.4,008.0,0246,140,105,0196,180<PWR<133,
0:17:18,037.6,008.0,0269,138,106,0196,180<PWR<133,
0:17:19,037.8,008.0,0273,137,107,0197,180<PWR<133,
0:17:20,037.9,008.0,0261,136,107,0197,180<PWR<133,
0:17:21,037.9,008.0,0254,136,106,0197,180<PWR<133,
0:17:22,037.9,008.0,0240,135,105,0197,180<PWR<133,
0:17:23,037.9,008.0,0240,135,104,0198,180<PWR<133,
0:17:24,037.9,008.0,0240,136,104,0198,180<PWR<133,
0:17:25,037.9,008.1,0240,135,104,0198,180<PWR<133,
0:17:26,037.7,008.1,0209,136,104,0199,180<PWR<133,
0:17:27,037.2,008.1,0202,136,113,0199,180<PWR<133,
0:17:28,036.9,008.1,0205,136,110,0199,180<PWR<133,
0:17:29,036.6,008.1,0187,136,109,0199,180<PWR<133,
0:17:30,036.1,008.1,0174,136,108,0199,180<PWR<133,
0:17:31,035.6,008.1,0180,137,107,0200,180<PWR<133,
0:17:32,035.3,008.1,0190,137,107,0200,180<PWR<133,
0:17:33,035.1,008.1,0193,137,107,0200,180<PWR<133,
0:17:34,034.9,008.1,0204,137,106,0200,180<PWR<133,
0:17:35,034.9,008.1,0204,137,106,0201,180<PWR<133,
0:17:36,034.8,008.2,0196,137,105,0201,180<PWR<133,
0:17:37,034.7,008.2,0182,137,104,0201,180<PWR<133,
0:17:38,034.3,008.2,0183,137,104,0201,180<PWR<133,
0:17:39,034.3,008.2,0208,137,105,0201,180<PWR<133,
0:17:40,034.4,008.2,0216,137,105,0202,180<PWR<133,
0:17:41,034.6,008.2,0211,137,105,0202,180<PWR<133,
0:17:42,034.6,008.2,0193,137,104,0202,180<PWR<133,
0:17:43,034.3,008.2,0196,136,105,0202,180<PWR<133,
0:17:44,034.4,008.2,0210,136,105,0203,180<PWR<133,
0:17:45,034.4,008.2,0210,136,105,0203,180<PWR<133,
0:17:46,034.6,008.2,0205,136,105,0203,180<PWR<133,
0:17:47,034.4,008.3,0197,136,104,0203,180<PWR<133,
0:17:48,034.4,008.3,0197,137,104,0204,180<PWR<133,
0:17:49,034.3,008.3,0196,137,104,0204,180<PWR<133,
0:17:50,034.3,008.3,0202,137,104,0204,180<PWR<133,
0:17:51,034.3,008.3,0202,136,104,0204,180<PWR<133,
0:17:52,034.3,008.3,0202,136,104,0205,180<PWR<133,
0:17:53,034.3,008.3,0208,136,105,0205,180<PWR<133,
0:17:54,034.4,008.3,0216,137,105,0205,180<PWR<133,
0:17:55,034.6,008.3,0211,137,105,0205,180<PWR<133,
0:17:56,034.6,008.3,0193,137,104,0205,180<PWR<133,
0:17:57,034.3,008.3,0183,137,104,0206,180<PWR<133,
0:17:58,034.2,008.4,0194,137,104,0206,180<PWR<133,
0:17:59,034.2,008.4,0200,137,104,0206,180<PWR<133,
0:18:00,034.2,008.4,0213,137,105,0206,180<PWR<133,
0:18:01,034.4,008.4,0222,137,105,0207,180<PWR<133,
0:18:02,034.6,008.4,0211,137,105,0207,180<PWR<133,
0:18:03,034.6,008.4,0205,137,105,0207,180<PWR<133,
0:18:04,034.6,008.4,0193,137,105,0207,180<PWR<133,
0:18:05,034.3,008.4,0196,138,105,0208,180<PWR<133,
0:18:06,034.4,008.4,0222,137,106,0208,180<PWR<133,
0:18:07,034.7,008.4,0219,137,106,0208,180<PWR<133,
0:18:08,034.7,008.4,0213,137,106,0208,180<PWR<133,
0:18:09,034.8,008.5,0209,137,105,0209,180<PWR<133,
0:18:10,034.7,008.5,0194,137,105,0209,180<PWR<133,
0:18:11,034.6,008.5,0193,138,104,0209,180<PWR<133,
0:18:12,034.4,008.5,0191,143,104,0209,180<PWR<133,
0:18:13,034.3,008.5,0189,149,104,0209,180<PWR<133,
0:18:14,034.2,008.5,0200,147,105,0210,180<PWR<133,
0:18:15,034.3,008.5,0214,144,105,0210,180<PWR<133,
0:18:16,034.4,008.5,0210,142,105,0210,180<PWR<133,
0:18:17,034.4,008.5,0204,141,105,0210,180<PWR<133,
0:18:18,034.4,008.5,0210,140,106,0211,180<PWR<133,
0:18:19,034.6,008.5,0224,139,106,0211,180<PWR<133,
0:18:20,034.8,008.6,0209,139,105,0211,180<PWR<133,
0:18:21,034.6,008.6,0186,138,105,0211,180<PWR<133,
0:18:22,034.4,008.6,0191,138,104,0212,180<PWR<133,
0:18:23,034.3,008.6,0189,138,104,0212,180<PWR<133,
0:18:24,034.2,008.6,0194,138,104,0212,180<PWR<133,
0:18:25,034.2,008.6,0206,138,104,0212,180<PWR<133,
0:18:26,034.3,008.6,0214,138,106,0213,180<PWR<133,
0:18:27,034.4,008.6,0222,138,106,0213,180<PWR<133,
0:18:28,034.7,008.6,0226,138,106,0213,180<PWR<133,
0:18:29,034.8,008.6,0209,138,105,0213,180<PWR<133,
0:18:30,034.7,008.6,0194,138,105,0214,180<PWR<133,
0:18:31,034.6,008.7,0193,137,105,0214,180<PWR<133,
0:18:32,034.4,008.7,0197,138,105,0214,180<PWR<133,
0:18:33,034.4,008.7,0229,138,107,0214,180<PWR<133,
0:18:34,034.9,008.7,0254,138,107,0215,180<PWR<133,
0:18:35,035.3,008.7,0222,138,106,0215,180<PWR<133,
0:18:36,035.1,008.7,0180,138,106,0215,180<PWR<133,
0:18:37,034.7,008.7,0182,139,105,0215,180<PWR<133,
0:18:38,034.6,008.7,0186,139,104,0215,180<PWR<133,
0:18:39,034.3,008.7,0183,139,104,0216,180<PWR<133,
0:18:40,034.2,008.7,0188,139,103,0216,180<PWR<133,
0:18:41,034.0,008.7,0186,139,103,0216,180<PWR<133,
0:18:42,033.9,008.8,0191,138,103,0216,180<PWR<133,
0:18:43,033.9,008.8,0191,138,103,0217,180<PWR<133,
0:18:44,033.8,008.8,0195,138,103,0217,180<PWR<133,
0:18:45,033.9,008.8,0197,138,103,0217,180<PWR<133,
0:18:46,033.8,008.8,0189,138,103,0217,180<PWR<133,
0:18:47,033.8,008.8,0195,138,103,0217,180<PWR<133,
0:18:48,033.8,008.8,0189,138,103,0218,180<PWR<133,
0:18:49,033.7,008.8,0194,138,103,0218,180<PWR<133,
0:18:50,033.8,008.8,0208,138,103,0218,180<PWR<133,
0:18:51,033.9,008.8,0209,138,104,0218,180<PWR<133,
0:18:52,034.0,008.8,0211,138,104,0219,180<PWR<133,
0:18:53,034.2,008.8,0206,138,104,0219,180<PWR<133,
0:18:54,034.2,008.9,0206,137,105,0219,180<PWR<133,
0:18:55,034.3,008.9,0214,138,106,0219,180<PWR<133,
0:18:56,034.4,008.9,0222,137,107,0220,180<PWR<133,
0:18:57,034.7,008.9,0238,138,107,0220,180<PWR<133,
0:18:58,035.1,008.9,0237,137,107,0220,180<PWR<133,
0:18:59,035.2,008.9,0226,138,108,0220,180<PWR<133,
0:19:00,035.3,008.9,0228,138,108,0221,180<PWR<133,
0:19:01,035.4,008.9,0217,138,107,0221,180<PWR<133,
0:19:02,035.3,008.9,0203,138,107,0221,180<PWR<133,
0:19:03,035.2,008.9,0201,138,106,0221,180<PWR<133,
0:19:04,035.1,008.9,0199,138,106,0222,180<PWR<133,
0:19:05,034.9,009.0,0198,138,106,0222,180<PWR<133,
0:19:06,034.8,009.0,0202,138,106,0222,180<PWR<133,
0:19:07,034.8,009.0,0209,138,106,0222,180<PWR<133,
0:19:08,034.8,009.0,0202,138,105,0223,180<PWR<133,
0:19:09,034.7,009.0,0194,138,105,0223,180<PWR<133,
0:19:10,034.6,009.0,0199,138,105,0223,180<PWR<133,
0:19:11,034.6,009.0,0205,137,105,0223,180<PWR<133,
0:19:12,034.6,009.0,0211,138,105,0223,180<PWR<133,
0:19:13,034.7,009.0,0213,137,106,0224,180<PWR<133,
0:19:14,034.7,009.0,0213,137,106,0224,180<PWR<133,
0:19:15,034.8,009.0,0221,137,106,0224,180<PWR<133,
0:19:16,034.9,009.1,0210,137,107,0224,180<PWR<133,
0:19:17,034.8,009.1,0228,138,108,0225,180<PWR<133,
0:19:18,035.3,009.1,0247,138,107,0225,180<PWR<133,
0:19:19,035.4,009.1,0211,137,107,0225,180<PWR<133,
0:19:20,035.2,009.1,0188,138,106,0226,180<PWR<133,
0:19:21,034.9,009.1,0191,138,106,0226,180<PWR<133,
0:19:22,034.8,009.1,0196,138,105,0226,180<PWR<133,
0:19:23,034.7,009.1,0188,137,105,0226,180<PWR<133,
0:19:24,034.4,009.1,0185,137,105,0226,180<PWR<133,
0:19:25,034.3,009.1,0214,137,106,0227,180<PWR<133,
0:19:26,034.7,009.1,0244,136,106,0227,180<PWR<133,
0:19:27,035.1,009.2,0244,136,108,0227,180<PWR<133,
0:19:28,035.3,009.2,0228,136,107,0227,180<PWR<133,
0:19:29,035.3,009.2,0215,136,108,0228,180<PWR<133,
0:19:30,035.3,009.2,0209,137,107,0228,180<PWR<133,
0:19:31,035.2,009.2,0207,137,107,0228,180<PWR<133,
0:19:32,035.2,009.2,0220,137,107,0228,180<PWR<133,
0:19:33,035.3,009.2,0222,136,107,0229,180<PWR<133,
0:19:34,035.3,009.2,0203,137,107,0229,180<PWR<133,
0:19:35,035.1,009.2,0193,136,106,0229,180<PWR<133,
0:19:36,034.9,009.2,0223,137,108,0229,180<PWR<133,
0:19:37,035.3,009.2,0254,137,109,0230,180<PWR<133,
0:19:38,035.7,009.3,0246,137,109,0230,180<PWR<133,
0:19:39,035.8,009.3,0216,137,108,0230,180<PWR<133,
0:19:40,035.6,009.3,0187,137,107,0230,180<PWR<133,
0:19:41,035.2,009.3,0188,137,106,0231,180<PWR<133,
0:19:42,035.1,009.3,0193,136,105,0231,180<PWR<133,
0:19:43,034.8,009.3,0183,136,105,0231,180<PWR<133,
0:19:44,034.6,009.3,0193,137,106,0231,180<PWR<133,
0:19:45,034.6,009.3,0218,137,106,0232,180<PWR<133,
0:19:46,034.8,009.3,0234,136,106,0232,180<PWR<133,
0:19:47,035.1,009.3,0225,137,106,0232,180<PWR<133,
0:19:48,035.1,009.3,0193,136,105,0232,180<PWR<133,
0:19:49,034.7,009.4,0182,137,104,0233,180<PWR<133,
0:19:50,034.6,009.4,0193,137,106,0233,180<PWR<133,
0:19:51,034.4,009.4,0229,136,109,0233,180<PWR<133,
0:19:52,035.1,009.4,0301,136,112,0233,180<PWR<133,
0:19:53,036.2,009.4,0332,136,113,0234,180<PWR<133,
0:19:54,037.1,009.4,0287,137,110,0234,180<PWR<133,
0:19:55,037.1,009.4,0188,136,103,0234,180<PWR<133,
0:19:56,036.1,009.4,0084,136,099,0234,180<PWR<133,
0:19:57,034.3,009.4,0040,136,098,0234,180<PWR<133,
0:19:58,032.8,009.4,0046,135,096,0235,180<PWR<133,
0:19:59,031.4,009.4,0047,135,097,0235,180<PWR<133,
0:20:00,030.1,009.5,0044,135,096,0235,180<PWR<133,
0:20:01,028.9,009.5,0041,134,094,0235,180<PWR<133,
0:20:02,027.8,009.5,0044,134,093,0235,180<PWR<133,
0:20:03,026.7,009.5,0043,134,094,0235,180<PWR<133,
0:20:04,025.7,009.5,0042,134,092,0235,180<PWR<133,
0:20:05,024.9,009.5,0037,133,094,0235,180<PWR<133,
0:20:06,023.9,009.5,0040,132,092,0235,180<PWR<133,
0:20:07,023.2,009.5,0063,131,093,0235,180<PWR<133,
0:20:08,023.0,009.5,0099,131,094,0235,180<PWR<133,
0:20:09,023.5,009.5,0111,130,093,0235,180<PWR<133,
0:20:10,023.5,009.5,0086,130,092,0235,180<PWR<133,
0:20:11,023.2,009.5,0076,129,091,0235,180<PWR<133,
0:20:12,023.0,009.5,0078,129,091,0236,180<PWR<133,
0:20:13,022.8,009.5,0086,130,091,0236,180<PWR<133,
0:20:14,022.8,009.5,0086,129,090,0236,180<PWR<133,
0:20:15,022.7,009.5,0085,129,090,0236,180<PWR<133,
0:20:16,022.7,009.6,0089,129,090,0236,180<PWR<133,
0:20:17,022.7,009.6,0089,129,090,0236,180<PWR<133,
0:20:18,022.7,009.6,0089,129,090,0236,180<PWR<133,
0:20:19,022.7,009.6,0089,128,090,0236,180<PWR<133,
0:20:20,022.7,009.6,0089,128,091,0236,180<PWR<133,
0:20:21,022.7,009.6,0093,128,091,0236,180<PWR<133,
0:20:22,022.8,009.6,0098,127,092,0237,180<PWR<133,
0:20:23,023.0,009.6,0099,127,092,0237,180<PWR<133,
0:20:24,023.1,009.6,0096,126,092,0237,180<PWR<133,
0:20:25,023.1,009.6,0096,125,093,0237,180<PWR<133,
0:20:26,023.2,009.6,0097,124,093,0237,180<PWR<133,
0:20:27,023.2,009.6,0092,123,093,0237,180<PWR<133,
0:20:28,023.2,009.6,0092,120,092,0237,180<PWR<133,
0:20:29,023.2,009.6,0092,119,092,0237,180<PWR<133,
0:20:30,023.2,009.6,0092,118,093,0237,180<PWR<133,
0:20:31,023.2,009.6,0092,117,093,0238,180<PWR<133,
0:20:32,023.2,009.7,0097,117,093,0238,180<PWR<133,
0:20:33,023.4,009.7,0097,116,093,0238,180<PWR<133,
0:20:34,023.4,009.7,0098,116,093,0238,180<PWR<133,
0:20:35,023.5,009.7,0098,116,093,0238,180<PWR<133,
0:20:36,023.5,009.7,0098,116,095,0238,180<PWR<133,
0:20:37,023.6,009.7,0104,116,095,0238,180<PWR<133,
0:20:38,023.7,009.7,0105,118,095,0238,180<PWR<133,
0:20:39,023.9,009.7,0106,118,095,0238,180<PWR<133,
0:20:40,024.0,009.7,0102,119,095,0239,180<PWR<133,
0:20:41,024.0,009.7,0094,118,095,0239,180<PWR<133,
0:20:42,023.9,009.7,0101,118,097,0239,180<PWR<133,
0:20:43,024.1,009.7,0112,117,096,0239,180<PWR<133,
0:20:44,024.2,009.7,0095,118,095,0239,180<PWR<133,
0:20:45,024.0,009.7,0081,118,094,0239,180<PWR<133,
0:20:46,023.7,009.7,0083,118,094,0239,180<PWR<133,
0:20:47,023.6,009.7,0091,119,094,0239,180<PWR<133,
0:20:48,023.6,009.7,0099,119,094,0239,180<PWR<133,
0:20:49,023.7,009.8,0100,119,094,0240,180<PWR<133,
0:20:50,023.7,009.8,0096,119,094,0240,180<PWR<133,
0:20:51,023.7,009.8,0092,119,094,0240,180<PWR<133,
0:20:52,023.6,009.8,0091,119,094,0240,180<PWR<133,
0:20:53,023.6,009.8,0095,119,094,0240,180<PWR<133,
0:20:54,023.6,009.8,0095,119,101,0240,180<PWR<133,
0:20:55,023.6,009.8,0082,119,101,0240,180<PWR<133,
0:20:56,023.2,009.8,0059,119,099,0240,180<PWR<133,
0:20:57,022.6,009.8,0043,119,096,0240,180<PWR<133,
0:20:58,021.8,009.8,0047,119,096,0240,180<PWR<133,
0:20:59,021.5,009.8,0069,118,096,0240,180<PWR<133,
0:21:00,021.5,009.8,0084,118,096,0241,180<PWR<133,
0:21:01,021.6,009.8,0089,118,097,0241,180<PWR<133,
0:21:02,021.7,009.8,0086,117,096,0241,180<PWR<133,
0:21:03,021.7,009.8,0082,117,096,0241,180<PWR<133,
0:21:04,021.7,009.8,0082,117,096,0241,180<PWR<133,
0:21:05,021.7,009.8,0078,117,096,0241,180<PWR<133,
0:21:06,021.6,009.9,0073,116,095,0241,180<PWR<133,
0:21:07,021.5,009.9,0073,116,095,0241,180<PWR<133,
0:21:08,021.3,009.9,0076,115,095,0241,180<PWR<133,
0:21:09,021.3,009.9,0076,114,094,0241,180<PWR<133,
0:21:10,021.2,009.9,0071,114,094,0241,180<PWR<133,
0:21:11,021.1,009.9,0070,114,094,0242,180<PWR<133,
0:21:12,021.0,009.9,0077,113,094,0242,180<PWR<133,
0:21:13,021.1,009.9,0086,113,094,0242,180<PWR<133,
0:21:14,021.2,009.9,0083,113,094,0242,180<PWR<133,
0:21:15,021.2,009.9,0079,113,095,0242,180<PWR<133,
0:21:16,021.2,009.9,0079,113,095,0242,180<PWR<133,
0:21:17,021.2,009.9,0079,113,095,0242,180<PWR<133,
0:21:18,021.2,009.9,0079,113,095,0242,180<PWR<133,
0:21:19,021.2,009.9,0083,114,095,0242,180<PWR<133,
0:21:20,021.3,009.9,0080,114,095,0242,180<PWR<133,
0:21:21,021.2,009.9,0075,113,095,0242,180<PWR<133,
0:21:22,021.2,009.9,0083,113,095,0243,180<PWR<133,
0:21:23,021.3,009.9,0084,113,095,0243,180<PWR<133,
0:21:24,021.3,009.9,0084,113,096,0243,180<PWR<133,
0:21:25,021.5,009.9,0084,113,096,0243,180<PWR<133,
0:21:26,021.5,010.0,0080,113,096,0243,180<PWR<133,
0:21:27,021.5,010.0,0077,113,095,0243,180<PWR<133,
0:21:28,021.3,010.0,0076,113,095,0243,180<PWR<133,
0:21:29,021.3,010.0,0080,113,095,0243,180<PWR<133,
0:21:30,021.3,010.0,0080,113,095,0243,180<PWR<133,
0:21:31,021.3,010.0,0080,112,095,0243,180<PWR<133,
0:21:32,021.3,010.0,0076,112,095,0243,180<PWR<133,
0:21:33,021.2,010.0,0075,112,094,0244,180<PWR<133,
0:21:34,021.2,010.0,0079,112,094,0244,180<PWR<133,
0:21:35,021.2,010.0,0079,111,094,0244,180<PWR<133,
0:21:36,021.2,010.0,0079,111,095,0244,180<PWR<133,
0:21:37,021.2,010.0,0079,111,096,0244,180<PWR<133,
0:21:38,021.2,010.0,0091,112,096,0244,180<PWR<133,
0:21:39,021.6,010.0,0089,111,095,0244,180<PWR<133,
0:21:40,021.5,010.0,0077,111,096,0244,180<PWR<133,
0:21:41,021.5,010.0,0084,112,096,0244,180<PWR<133,
0:21:42,021.6,010.0,0085,112,096,0244,180<PWR<133,
0:21:43,021.6,010.0,0081,112,096,0245,180<PWR<133,
0:21:44,021.6,010.0,0081,112,096,0245,180<PWR<133,
0:21:45,021.6,010.1,0077,112,096,0245,180<PWR<133,
0:21:46,021.5,010.1,0077,112,096,0245,180<PWR<133,
0:21:47,021.5,010.1,0088,111,096,0245,180<PWR<133,
0:21:48,021.7,010.1,0086,111,096,0245,180<PWR<133,
0:21:49,021.6,010.1,0077,111,096,0245,180<PWR<133,
0:21:50,021.6,010.1,0077,111,095,0245,180<PWR<133,
0:21:51,021.5,010.1,0073,111,095,0245,180<PWR<133,
0:21:52,021.3,010.1,0072,111,094,0245,180<PWR<133,
0:21:53,021.3,010.1,0072,111,094,0245,180<PWR<133,
0:21:54,021.3,010.1,0072,111,095,0246,180<PWR<133,
0:21:55,021.3,010.1,0072,111,095,0246,180<PWR<133,
0:21:56,021.2,010.1,0075,111,095,0246,180<PWR<133,
0:21:57,021.2,010.1,0079,111,095,0246,180<PWR<133,
0:21:58,021.2,010.1,0079,111,095,0246,180<PWR<133,
0:21:59,021.2,010.1,0079,111,094,0246,180<PWR<133,
0:22:00,021.2,010.1,0079,111,094,0246,180<PWR<133,
0:22:01,021.2,010.1,0079,111,095,0246,180<PWR<133,
0:22:02,021.2,010.1,0079,111,094,0246,180<PWR<133,
0:22:03,021.2,010.1,0075,111,094,0246,180<PWR<133,
0:22:04,021.1,010.2,0074,111,094,0246,180<PWR<133,
0:22:05,021.1,010.2,0078,111,095,0246,180<PWR<133,
0:22:06,021.1,010.2,0082,111,095,0247,180<PWR<133,
0:22:07,021.2,010.2,0090,111,097,0247,180<PWR<133,
0:22:08,021.5,010.2,0096,111,097,0247,180<PWR<133,
0:22:09,021.7,010.2,0094,112,097,0247,180<PWR<133,
0:22:10,021.8,010.2,0083,112,096,0247,180<PWR<133,
0:22:11,021.7,010.2,0074,112,096,0247,180<PWR<133,
0:22:12,021.6,010.2,0077,112,096,0247,180<PWR<133,
0:22:13,021.6,010.2,0081,112,096,0247,180<PWR<133,
0:22:14,021.6,010.2,0081,112,096,0247,180<PWR<133,
0:22:15,021.6,010.2,0081,112,096,0247,180<PWR<133,
0:22:16,021.6,010.2,0081,112,096,0248,180<PWR<133,
0:22:17,021.6,010.2,0077,112,096,0248,180<PWR<133,
0:22:18,021.5,010.2,0077,112,096,0248,180<PWR<133,
0:22:19,021.5,010.2,0084,112,096,0248,180<PWR<133,
0:22:20,021.6,010.2,0085,112,096,0248,180<PWR<133,
0:22:21,021.6,010.2,0081,112,096,0248,180<PWR<133,
0:22:22,021.6,010.3,0081,112,096,0248,180<PWR<133,
0:22:23,021.6,010.3,0077,112,096,0248,180<PWR<133,
0:22:24,021.5,010.3,0077,112,096,0248,180<PWR<133,
0:22:25,021.5,010.3,0084,112,096,0248,180<PWR<133,
0:22:26,021.6,010.3,0085,112,097,0248,180<PWR<133,
0:22:27,021.6,010.3,0085,112,097,0249,180<PWR<133,
0:22:28,021.7,010.3,0086,112,097,0249,180<PWR<133,
0:22:29,021.7,010.3,0082,112,097,0249,180<PWR<133,
0:22:30,021.7,010.3,0082,112,097,0249,180<PWR<133,
0:22:31,021.7,010.3,0082,111,097,0249,180<PWR<133,
0:22:32,021.7,010.3,0082,112,096,0249,180<PWR<133,
0:22:33,021.7,010.3,0078,111,096,0249,180<PWR<133,
0:22:34,021.6,010.3,0073,111,096,0249,180<PWR<133,
0:22:35,021.5,010.3,0077,111,095,0249,180<PWR<133,
0:22:36,021.5,010.3,0080,111,095,0249,180<PWR<133,
0:22:37,021.5,010.3,0077,111,095,0250,180<PWR<133,
0:22:38,021.3,010.3,0076,111,095,0250,180<PWR<133,
0:22:39,021.3,010.3,0080,111,095,0250,180<PWR<133,
0:22:40,021.3,010.4,0080,111,095,0250,180<PWR<133,
0:22:41,021.3,010.4,0080,110,095,0250,180<PWR<133,
0:22:42,021.3,010.4,0076,111,095,0250,180<PWR<133,
0:22:43,021.2,010.4,0075,110,095,0250,180<PWR<133,
0:22:44,021.2,010.4,0083,111,095,0250,180<PWR<133,
0:22:45,021.3,010.4,0084,111,095,0250,180<PWR<133,
0:22:46,021.3,010.4,0084,111,095,0250,180<PWR<133,
0:22:47,021.5,010.4,0084,111,096,0250,180<PWR<133,
0:22:48,021.5,010.4,0080,111,095,0251,180<PWR<133,
0:22:49,021.5,010.4,0080,111,096,0251,180<PWR<133,
0:22:50,021.5,010.4,0080,110,095,0251,180<PWR<133,
0:22:51,021.5,010.4,0077,110,095,0251,180<PWR<133,
0:22:52,021.3,010.4,0072,110,094,0251,180<PWR<133,
0:22:53,021.2,010.4,0071,110,094,0251,180<PWR<133,
0:22:54,021.1,010.4,0078,110,094,0251,180<PWR<133,
0:22:55,021.2,010.4,0083,110,095,0251,180<PWR<133,
0:22:56,021.2,010.4,0083,109,095,0251,180<PWR<133,
0:22:57,021.3,010.4,0087,110,096,0251,180<PWR<133,
0:22:58,021.5,010.4,0088,110,096,0251,180<PWR<133,
0:22:59,021.6,010.4,0085,110,096,0252,180<PWR<133,
0:23:00,021.6,010.5,0077,110,096,0252,180<PWR<133,
0:23:01,021.5,010.5,0077,110,095,0252,180<PWR<133,
0:23:02,021.5,010.5,0077,110,095,0252,180<PWR<133,
0:23:03,021.3,010.5,0076,110,095,0252,180<PWR<133,
