LeMond, Revolution,FW 50,HW 02,30-Mar,18:33:17,Alt 30,Temp 25,Hum 45,Tire 2105,CF 150
0:08:40,36.7,3.2,268,121,99,70,0,,,
0:08:41,36.7,3.2,274,122,99,70,0,,,
0:08:42,36.8,3.2,263,123,99,70,0,,,
0:08:43,36.6,3.2,239,123,98,71,0,,,
0:08:44,36.3,3.2,242,123,98,71,0,,,
0:08:45,36.2,3.2,259,124,98,71,0,,,
0:08:46,36.3,3.2,281,124,98,72,0,,,
0:08:47,36.6,3.2,285,124,99,72,0,,,
0:08:48,36.7,3.3,274,127,99,72,0,,,
0:08:49,36.7,3.3,274,128,99,73,0,,,
0:08:50,36.8,3.3,270,128,99,73,0,,,
0:08:51,36.7,3.3,268,128,99,73,0,,,
0:08:52,36.8,3.3,270,129,99,74,0,,,
0:08:53,36.7,3.3,274,131,100,74,0,,,
0:08:54,37,3.3,292,132,100,74,0,,,
0:08:55,37.1,3.3,274,133,100,74,0,,,
0:08:56,37,3.3,266,134,99,75,0,,,
0:08:57,37,3.3,259,135,99,75,0,,,
0:08:58,36.7,3.4,261,135,99,75,0,,,
0:08:59,36.8,3.4,277,136,99,76,0,,,
0:09:00,36.8,3.4,277,136,100,76,0,,,
0:09:01,37,3.4,286,137,100,76,0,,,
0:09:02,37.1,3.4,274,137,100,77,0,,,
0:09:03,37,3.4,259,137,99,77,0,,,
0:09:04,36.8,3.4,263,138,99,77,0,,,
0:09:05,36.8,3.4,270,139,99,78,0,,,
0:09:06,36.8,3.4,270,139,99,78,0,,,
0:09:07,36.8,3.4,270,140,99,78,0,,,
0:09:08,36.8,3.5,270,140,99,79,0,,,
0:09:09,36.8,3.5,270,141,99,79,0,,,
0:09:10,36.8,3.5,270,141,99,79,0,,,
0:09:11,36.8,3.5,277,141,99,79,0,,,
0:09:12,37,3.5,279,141,99,80,0,,,
0:09:13,37,3.5,266,141,99,80,0,,,
0:09:14,36.8,3.5,270,142,99,80,0,,,
0:09:15,37,3.5,292,142,100,81,0,,,
0:09:16,37.2,3.5,297,142,101,81,0,,,
0:09:17,37.3,3.5,286,143,101,81,0,,,
0:09:18,37.3,3.6,279,143,101,82,0,,,
0:09:19,37.3,3.6,266,143,100,82,0,,,
0:09:20,37.1,3.6,261,143,100,82,0,,,
0:09:21,37.1,3.6,268,143,100,83,0,,,
0:09:22,37,3.6,266,144,99,83,0,,,
0:09:23,37,3.6,272,143,100,83,0,,,
0:09:24,37,3.6,272,144,100,84,0,,,
0:09:25,37,3.6,279,144,100,84,0,,,
0:09:26,37.1,3.6,294,143,101,84,0,,,
0:09:27,37.3,3.6,299,144,101,85,0,,,
0:09:28,37.5,3.7,288,144,101,85,0,,,
0:09:29,37.5,3.7,288,144,101,85,0,,,
0:09:30,37.6,3.7,297,144,102,86,0,,,
0:09:31,37.7,3.7,286,145,94,86,0,,,
0:09:32,37.6,3.7,290,145,90,86,0,,,
0:09:33,37.8,3.7,315,146,91,87,0,,,
0:09:34,38.1,3.7,320,146,91,87,0,,,
0:09:35,38.3,3.7,318,146,92,87,0,,,
0:09:36,38.5,3.7,314,146,92,88,0,,,
0:09:37,38.6,3.7,316,147,92,88,0,,,
0:09:38,38.7,3.8,312,147,92,89,0,,,
0:09:39,38.7,3.8,312,147,92,89,0,,,
0:09:40,38.9,3.8,314,147,92,89,0,,,
0:09:41,38.9,3.8,307,147,92,90,0,,,
0:09:42,38.9,3.8,300,148,92,90,0,,,
0:09:43,38.7,3.8,305,148,92,90,0,,,
0:09:44,38.9,3.8,321,148,93,91,0,,,
0:09:45,39,3.8,324,148,93,91,0,,,
0:09:46,39.1,3.8,319,148,93,91,0,,,
0:09:47,39.1,3.8,312,149,93,92,0,,,
0:09:48,39.1,3.9,312,149,93,92,0,,,
0:09:49,39.1,3.9,312,149,93,93,0,,,
0:09:50,39.1,3.9,312,149,93,93,0,,,
0:09:51,39.1,3.9,319,150,93,93,0,,,
0:09:52,39.2,3.9,321,150,94,94,0,,,
0:09:53,39.2,3.9,321,150,94,94,0,,,
0:09:54,39.4,3.9,324,150,94,94,0,,,
0:09:55,39.4,3.9,317,150,94,95,0,,,
0:09:56,39.4,3.9,317,150,94,95,0,,,
0:09:57,39.4,3.9,317,150,94,95,0,,,
0:09:58,39.4,4,317,151,94,96,0,,,
0:09:59,39.4,4,310,151,93,96,0,,,
0:10:00,39.2,4,307,151,93,97,0,,,
0:10:01,39.2,4,307,151,93,97,0,,,
0:10:02,39.1,4,305,152,93,97,0,,,
0:10:03,39.1,4,312,152,93,98,0,,,
0:10:04,39.1,4,319,152,93,98,0,,,
0:10:05,39.2,4,329,152,94,98,0,,,
0:10:06,39.4,4,317,152,93,99,0,,,
0:10:07,39.2,4,300,153,93,99,0,,,
0:10:08,39.1,4.1,298,153,93,99,0,,,
0:10:09,39,4.1,295,153,92,100,0,,,
0:10:10,38.9,4.1,300,153,92,100,0,,,
0:10:11,38.9,4.1,293,153,92,100,0,,,
0:10:12,38.6,4.1,295,152,92,101,0,,,
0:10:13,38.7,4.1,305,152,92,101,0,,,
0:10:14,38.6,4.1,302,151,92,102,0,,,
0:10:15,38.7,4.1,305,151,92,102,0,,,
0:10:16,38.6,4.1,288,151,91,102,0,,,
0:10:17,38.5,4.1,286,151,91,103,0,,,
0:10:18,38.3,4.2,291,151,91,103,0,,,
0:10:19,38.3,4.2,297,151,91,103,0,,,
0:10:20,38.3,4.2,297,150,91,104,0,,,
0:10:21,38.3,4.2,291,150,91,104,0,,,
0:10:22,38.2,4.2,295,150,91,104,0,,,
0:10:23,38.3,4.2,304,149,91,105,0,,,
0:10:24,38.3,4.2,291,149,91,105,0,,,
0:10:25,38.2,4.2,281,149,91,105,0,,,
0:10:26,38.1,4.2,293,149,91,106,0,,,
0:10:27,38.2,4.2,302,148,91,106,0,,,
0:10:28,38.2,4.3,295,148,91,106,0,,,
0:10:29,38.2,4.3,295,148,91,107,0,,,
0:10:30,38.2,4.3,295,148,91,107,0,,,
0:10:31,38.2,4.3,288,148,91,107,0,,,
0:10:32,38.1,4.3,286,148,91,108,0,,,
0:10:33,38.1,4.3,307,148,91,108,0,,,
0:10:34,38.3,4.3,304,148,91,108,0,,,
0:10:35,38.2,4.3,295,148,91,109,0,,,
0:10:36,38.3,4.3,304,148,91,109,0,,,
0:10:37,38.3,4.3,297,149,91,109,0,,,
0:10:38,38.3,4.4,297,149,91,110,0,,,
0:10:39,38.3,4.4,291,149,91,110,0,,,
0:10:40,38.2,4.4,288,150,91,110,0,,,
0:10:41,38.2,4.4,302,150,91,111,0,,,
0:10:42,38.3,4.4,291,150,91,111,0,,,
0:10:43,38.1,4.4,286,150,91,111,0,,,
0:10:44,38.2,4.4,309,150,91,112,0,,,
0:10:45,38.3,4.4,311,151,91,112,0,,,
0:10:46,38.5,4.4,307,151,91,112,0,,,
0:10:47,38.5,4.4,300,151,91,113,0,,,
0:10:48,38.5,4.5,314,151,92,113,0,,,
0:10:49,38.7,4.5,319,152,92,114,0,,,
0:10:50,38.7,4.5,312,151,92,114,0,,,
0:10:51,38.9,4.5,314,151,92,114,0,,,
0:10:52,38.9,4.5,307,151,93,115,0,,,
0:10:53,38.9,4.5,314,151,93,115,0,,,
0:10:54,39,4.5,331,152,93,115,0,,,
0:10:55,39.2,4.5,329,151,93,116,0,,,
0:10:56,39.2,4.5,329,152,94,116,0,,,
0:10:57,39.5,4.5,341,152,94,117,0,,,
0:10:58,39.6,4.6,322,152,94,117,0,,,
0:10:59,39.5,4.6,305,152,94,117,0,,,
0:11:00,39.4,4.6,310,153,94,118,0,,,
0:11:01,39.4,4.6,324,153,94,118,0,,,
0:11:02,39.5,4.6,327,153,94,118,0,,,
0:11:03,39.5,4.6,327,153,94,119,0,,,
0:11:04,39.6,4.6,329,153,94,119,0,,,
0:11:05,39.6,4.6,315,153,94,120,0,,,
0:11:06,39.5,4.6,312,153,94,120,0,,,
0:11:07,39.5,4.6,327,153,94,120,0,,,
0:11:08,39.6,4.7,322,154,94,121,0,,,
0:11:09,39.5,4.7,319,154,94,121,0,,,
0:11:10,39.6,4.7,336,154,95,121,0,,,
0:11:11,39.7,4.7,339,154,95,122,0,,,
0:11:12,39.9,4.7,334,154,95,122,0,,,
0:11:13,39.9,4.7,320,155,95,123,0,,,
0:11:14,39.7,4.7,324,154,95,123,0,,,
0:11:15,39.9,4.7,341,155,95,123,0,,,
0:11:16,40,4.7,337,155,95,124,0,,,
0:11:17,40,4.8,330,154,95,124,0,,,
0:11:18,40,4.8,330,155,95,124,0,,,
0:11:19,40,4.8,330,155,95,125,0,,,
0:11:20,40,4.8,330,155,95,125,0,,,
0:11:21,40,4.8,322,155,95,126,0,,,
0:11:22,39.9,4.8,320,155,95,126,0,,,
0:11:23,39.9,4.8,327,155,95,126,0,,,
0:11:24,39.9,4.8,327,156,95,127,0,,,
0:11:25,39.9,4.8,327,156,95,127,0,,,
0:11:26,39.9,4.9,334,156,95,128,0,,,
0:11:27,40,4.9,337,156,95,128,0,,,
0:11:28,40,4.9,322,157,95,128,0,,,
0:11:29,39.9,4.9,320,157,95,129,0,,,
0:11:30,39.9,4.9,334,157,95,129,0,,,
0:11:31,40,4.9,344,158,95,129,0,,,
0:11:32,40.1,4.9,339,158,95,130,0,,,
0:11:33,40.1,4.9,325,158,95,130,0,,,
0:11:34,40,4.9,315,158,95,131,0,,,
0:11:35,39.9,5,327,158,95,131,0,,,
0:11:36,40,5,337,159,95,131,0,,,
0:11:37,40,5,330,159,95,132,0,,,
0:11:38,40,5,322,160,95,132,0,,,
0:11:39,39.9,5,334,160,95,132,0,,,
0:11:40,40.1,5,354,160,95,133,0,,,
0:11:41,40.2,5,349,160,96,133,0,,,
0:11:42,40.4,5,345,161,96,134,0,,,
0:11:43,40.4,5,337,161,96,134,0,,,
0:11:44,40.4,5,345,160,96,134,0,,,
0:11:45,40.5,5.1,347,161,96,135,0,,,
0:11:46,40.5,5.1,340,161,96,135,0,,,
0:11:47,40.5,5.1,333,162,96,136,0,,,
0:11:48,40.4,5.1,330,162,96,136,0,,,
0:11:49,40.4,5.1,330,162,96,136,0,,,
0:11:50,40.2,5.1,335,162,96,137,0,,,
0:11:51,40.4,5.1,337,161,96,137,0,,,
0:11:52,40.2,5.1,335,162,96,138,0,,,
0:11:53,40.4,5.1,337,162,96,138,0,,,
0:11:54,40.2,5.2,335,162,96,138,0,,,
0:11:55,40.4,5.2,337,161,96,139,0,,,
0:11:56,40.2,5.2,327,162,96,139,0,,,
0:11:57,40.2,5.2,327,162,96,140,0,,,
0:11:58,40.1,5.2,325,162,96,140,0,,,
0:11:59,40.1,5.2,339,162,96,140,0,,,
0:12:00,40.2,5.2,342,163,96,141,0,,,
0:12:01,40.2,5.2,335,163,96,141,0,,,
0:12:02,40.2,5.2,335,162,96,141,0,,,
0:12:03,40.2,5.3,342,163,96,142,0,,,
0:12:04,40.4,5.3,345,163,96,142,0,,,
0:12:05,40.4,5.3,330,163,96,143,0,,,
0:12:06,40.2,5.3,327,163,95,143,0,,,
0:12:07,40.2,5.3,327,163,95,143,0,,,
0:12:08,40.1,5.3,325,163,96,144,0,,,
0:12:09,40.1,5.3,332,164,95,144,0,,,
0:12:10,40.1,5.3,332,164,95,145,0,,,
0:12:11,40.1,5.3,325,164,95,145,0,,,
0:12:12,40,5.4,322,163,95,145,0,,,
0:12:13,40,5.4,322,163,95,146,0,,,
0:12:14,39.9,5.4,320,163,95,146,0,,,
0:12:15,39.9,5.4,320,163,95,146,0,,,
0:12:16,39.7,5.4,310,163,94,147,0,,,
0:12:17,39.6,5.4,308,163,94,147,0,,,
0:12:18,39.5,5.4,298,162,93,148,0,,,
0:12:19,39.2,5.4,300,162,93,148,0,,,
0:12:20,39.2,5.4,314,162,93,148,0,,,
0:12:21,39.2,5.5,314,162,93,149,0,,,
0:12:22,39.2,5.5,322,162,93,149,0,,,
0:12:23,39.4,5.5,324,163,94,149,0,,,
0:12:24,39.4,5.5,331,163,94,150,0,,,
0:12:25,39.6,5.5,343,163,94,150,0,,,
0:12:26,39.7,5.5,332,163,95,150,0,,,
0:12:27,39.7,5.5,324,163,95,151,0,,,
0:12:28,39.7,5.5,324,164,95,151,0,,,
0:12:29,39.7,5.5,332,164,95,152,0,,,
0:12:30,39.9,5.5,327,164,95,152,0,,,
0:12:31,39.7,5.6,324,164,95,152,0,,,
0:12:32,39.9,5.6,334,164,95,153,0,,,
0:12:33,39.9,5.6,320,165,95,153,0,,,
0:12:34,39.7,5.6,310,165,94,154,0,,,
0:12:35,39.6,5.6,315,165,94,154,0,,,
0:12:36,39.6,5.6,322,165,94,154,0,,,
0:12:37,39.6,5.6,322,165,94,155,0,,,
0:12:38,39.6,5.6,315,165,94,155,0,,,
0:12:39,39.5,5.6,327,166,95,155,0,,,
0:12:40,39.7,5.7,346,165,95,156,0,,,
0:12:41,39.9,5.7,327,166,95,156,0,,,
0:12:42,39.7,5.7,317,166,95,157,0,,,
0:12:43,39.7,5.7,332,166,95,157,0,,,
0:12:44,39.9,5.7,341,166,95,157,0,,,
0:12:45,40,5.7,344,166,95,158,0,,,
0:12:46,40.1,5.7,339,166,95,158,0,,,
0:12:47,40.1,5.7,325,166,95,158,0,,,
0:12:48,40,5.7,322,166,95,159,0,,,
0:12:49,40,5.8,322,167,95,159,0,,,
0:12:50,39.9,5.8,313,167,95,160,0,,,
0:12:51,39.7,5.8,317,167,94,160,0,,,
0:12:52,39.7,5.8,317,167,94,160,0,,,
0:12:53,39.6,5.8,315,166,94,161,0,,,
0:12:54,39.6,5.8,329,167,94,161,0,,,
0:12:55,39.7,5.8,324,166,94,161,0,,,
0:12:56,39.6,5.8,308,166,94,162,0,,,
0:12:57,39.5,5.8,312,166,94,162,0,,,
0:12:58,39.5,5.9,319,166,94,163,0,,,
0:12:59,39.5,5.9,327,166,94,163,0,,,
0:13:00,39.6,5.9,329,166,94,163,0,,,
0:13:01,39.6,5.9,322,166,94,164,0,,,
0:13:02,39.6,5.9,322,166,94,164,0,,,
0:13:03,39.6,5.9,322,165,94,164,0,,,
0:13:04,39.6,5.9,315,165,94,165,0,,,
0:13:05,39.5,5.9,319,166,94,165,0,,,
0:13:06,39.6,5.9,336,166,95,166,0,,,
0:13:07,39.7,6,332,165,95,166,0,,,
0:13:08,39.7,6,332,165,95,166,0,,,
0:13:09,39.9,6,334,166,95,167,0,,,
0:13:10,39.9,6,327,165,95,167,0,,,
0:13:11,39.9,6,327,166,95,167,0,,,
0:13:12,39.9,6,320,166,95,168,0,,,
0:13:13,39.7,6,317,166,95,168,0,,,
0:13:14,39.7,6,332,166,95,169,0,,,
0:13:15,39.9,6,327,166,95,169,0,,,
0:13:16,39.7,6,317,167,95,169,0,,,
0:13:17,39.7,6.1,324,166,95,170,0,,,
0:13:18,39.7,6.1,324,166,95,170,0,,,
0:13:19,39.7,6.1,324,167,94,170,0,,,
0:13:20,39.7,6.1,324,167,94,171,0,,,
0:13:21,39.7,6.1,324,167,95,171,0,,,
0:13:22,39.7,6.1,317,167,94,172,0,,,
0:13:23,39.6,6.1,315,167,94,172,0,,,
0:13:24,39.6,6.1,329,166,94,172,0,,,
0:13:25,39.6,6.1,329,167,95,173,0,,,
0:13:26,39.7,6.2,332,167,94,173,0,,,
0:13:27,39.7,6.2,317,167,94,173,0,,,
0:13:28,39.6,6.2,308,167,94,174,0,,,
0:13:29,39.5,6.2,319,167,94,174,0,,,
0:13:30,39.6,6.2,336,167,94,175,0,,,
0:13:31,39.7,6.2,332,166,94,175,0,,,
0:13:32,39.7,6.2,324,167,94,175,0,,,
0:13:33,39.7,6.2,317,166,94,176,0,,,
0:13:34,39.6,6.2,308,167,94,176,0,,,
0:13:35,39.5,6.3,319,167,94,176,0,,,
0:13:36,39.6,6.3,329,167,94,177,0,,,
0:13:37,39.6,6.3,322,166,94,177,0,,,
0:13:38,39.6,6.3,315,166,94,178,0,,,
0:13:39,39.5,6.3,312,166,94,178,0,,,
0:13:40,39.5,6.3,327,166,94,178,0,,,
0:13:41,39.6,6.3,322,166,94,179,0,,,
0:13:42,39.5,6.3,312,166,94,179,0,,,
0:13:43,39.5,6.3,319,166,94,179,0,,,
0:13:44,39.5,6.4,334,166,94,180,0,,,
0:13:45,39.7,6.4,339,166,95,180,0,,,
0:13:46,39.7,6.4,324,166,95,181,0,,,
0:13:47,39.7,6.4,324,167,94,181,0,,,
0:13:48,39.7,6.4,332,167,95,181,0,,,
0:13:49,39.9,6.4,327,168,95,182,0,,,
0:13:50,39.7,6.4,317,168,94,182,0,,,
0:13:51,39.7,6.4,310,168,94,182,0,,,
0:13:52,39.5,6.4,305,168,94,183,0,,,
0:13:53,39.5,6.4,319,168,94,183,0,,,
0:13:54,39.5,6.5,319,167,94,183,0,,,
0:13:55,39.5,6.5,334,168,94,184,0,,,
0:13:56,39.7,6.5,339,168,95,184,0,,,
0:13:57,39.7,6.5,324,168,95,185,0,,,
0:13:58,39.7,6.5,324,169,95,185,0,,,
0:13:59,39.7,6.5,332,168,95,185,0,,,
0:14:00,39.9,6.5,334,168,95,186,0,,,
0:14:01,39.9,6.5,327,169,95,186,0,,,
0:14:02,39.9,6.5,334,168,95,187,0,,,
0:14:03,40,6.6,330,169,95,187,0,,,
0:14:04,39.9,6.6,313,168,95,187,0,,,
0:14:05,39.7,6.6,317,169,95,188,0,,,
0:14:06,39.7,6.6,324,168,95,188,0,,,
0:14:07,39.7,6.6,332,168,95,188,0,,,
0:14:08,39.9,6.6,334,168,95,189,0,,,
0:14:09,39.9,6.6,320,168,95,189,0,,,
0:14:10,39.7,6.6,317,168,95,190,0,,,
0:14:11,39.7,6.6,324,167,95,190,0,,,
0:14:12,39.7,6.7,324,167,95,190,0,,,
0:14:13,39.7,6.7,324,167,95,191,0,,,
0:14:14,39.7,6.7,332,167,95,191,0,,,
0:14:15,39.9,6.7,341,167,95,191,0,,,
0:14:16,40,6.7,322,167,95,192,0,,,
0:14:17,39.7,6.7,310,167,94,192,0,,,
0:14:18,39.7,6.7,317,167,94,193,0,,,
0:14:19,39.6,6.7,308,168,94,193,0,,,
0:14:20,39.5,6.7,319,168,94,193,0,,,
0:14:21,39.6,6.8,322,167,94,194,0,,,
0:14:22,39.5,6.8,312,167,94,194,0,,,
0:14:23,39.5,6.8,319,167,94,194,0,,,
0:14:24,39.5,6.8,319,168,94,195,0,,,
0:14:25,39.5,6.8,319,167,94,195,0,,,
0:14:26,39.5,6.8,319,167,94,196,0,,,
0:14:27,39.5,6.8,319,168,94,196,0,,,
0:14:28,39.5,6.8,312,167,94,196,0,,,
0:14:29,39.4,6.8,310,168,94,197,0,,,
0:14:30,39.4,6.8,324,168,94,197,0,,,
0:14:31,39.5,6.9,327,168,94,197,0,,,
0:14:32,39.5,6.9,312,168,94,198,0,,,
0:14:33,39.4,6.9,317,168,94,198,0,,,
0:14:34,39.5,6.9,327,168,94,198,0,,,
0:14:35,39.5,6.9,319,168,94,199,0,,,
0:14:36,39.5,6.9,305,168,93,199,0,,,
0:14:37,39.2,6.9,300,168,93,200,0,,,
0:14:38,39.2,6.9,322,169,94,200,0,,,
0:14:39,39.4,6.9,338,169,94,200,0,,,
0:14:40,39.6,6.9,343,169,94,201,0,,,
0:14:41,39.7,7,324,169,94,201,0,,,
0:14:42,39.6,7,322,169,94,201,0,,,
0:14:43,39.6,7,322,170,95,202,0,,,
0:14:44,39.7,7,332,170,95,202,0,,,
0:14:45,39.7,7,332,169,95,203,0,,,
0:14:46,39.9,7,334,170,95,203,0,,,
0:14:47,39.9,7,313,169,94,203,0,,,
0:14:48,39.6,7,308,169,94,204,0,,,
0:14:49,39.6,7,315,170,94,204,0,,,
0:14:50,39.5,7.1,305,170,94,204,0,,,
0:14:51,39.4,7.1,317,170,94,205,0,,,
0:14:52,39.5,7.1,327,169,94,205,0,,,
0:14:53,39.5,7.1,319,169,94,206,0,,,
0:14:54,39.5,7.1,319,170,94,206,0,,,
0:14:55,39.5,7.1,319,170,94,206,0,,,
0:14:56,39.5,7.1,312,169,94,207,0,,,
0:14:57,39.4,7.1,310,170,94,207,0,,,
0:14:58,39.4,7.1,324,169,94,207,0,,,
0:14:59,39.5,7.1,334,169,94,208,0,,,
0:15:00,39.6,7.2,329,169,94,208,0,,,
0:15:01,39.6,7.2,322,170,94,209,0,,,
0:15:02,39.6,7.2,329,170,95,209,0,,,
0:15:03,39.7,7.2,339,170,95,209,0,,,
0:15:04,39.9,7.2,341,170,95,210,0,,,
0:15:05,40,7.2,344,170,95,210,0,,,
0:15:06,40.1,7.2,332,171,95,210,0,,,
0:15:07,40,7.2,322,171,95,211,0,,,
0:15:08,40,7.2,330,171,95,211,0,,,
0:15:09,40,7.3,337,171,96,212,0,,,
0:15:10,40.1,7.3,347,171,96,212,0,,,
0:15:11,40.2,7.3,342,171,96,212,0,,,
0:15:12,40.2,7.3,335,171,96,213,0,,,
0:15:13,40.2,7.3,320,171,95,213,0,,,
0:15:14,40,7.3,315,170,95,214,0,,,
0:15:15,40,7.3,322,171,95,214,0,,,
0:15:16,39.9,7.3,313,171,95,214,0,,,
0:15:17,39.7,7.3,317,171,95,215,0,,,
0:15:18,39.7,7.4,317,171,94,215,0,,,
0:15:19,39.6,7.4,329,171,95,215,0,,,
0:15:20,39.9,7.4,341,171,95,216,0,,,
0:15:21,39.9,7.4,320,171,94,216,0,,,
0:15:22,39.7,7.4,310,170,94,217,0,,,
0:15:23,39.6,7.4,322,171,95,217,0,,,
0:15:24,39.7,7.4,332,171,95,217,0,,,
0:15:25,39.7,7.4,317,171,94,218,0,,,
0:15:26,39.6,7.4,308,171,94,218,0,,,
0:15:27,39.5,7.4,312,171,94,218,0,,,
0:15:28,39.5,7.5,319,171,94,219,0,,,
0:15:29,39.5,7.5,312,171,94,219,0,,,
0:15:30,39.4,7.5,310,171,94,219,0,,,
0:15:31,39.4,7.5,317,171,94,220,0,,,
0:15:32,39.4,7.5,317,171,94,220,0,,,
0:15:33,39.4,7.5,317,170,94,221,0,,,
0:15:34,39.4,7.5,324,170,94,221,0,,,
0:15:35,39.5,7.5,327,170,94,221,0,,,
0:15:36,39.5,7.5,312,170,94,222,0,,,
0:15:37,39.4,7.5,317,170,94,222,0,,,
0:15:38,39.5,7.6,334,170,94,222,0,,,
0:15:39,39.6,7.6,329,170,94,223,0,,,
0:15:40,39.6,7.6,322,170,94,223,0,,,
0:15:41,39.6,7.6,315,170,94,224,0,,,
0:15:42,39.5,7.6,312,170,94,224,0,,,
0:15:43,39.5,7.6,319,170,94,224,0,,,
0:15:44,39.5,7.6,319,170,94,225,0,,,
0:15:45,39.5,7.6,319,170,94,225,0,,,
0:15:46,39.5,7.6,319,169,94,225,0,,,
0:15:47,39.5,7.7,319,169,94,226,0,,,
0:15:48,39.5,7.7,327,169,94,226,0,,,
0:15:49,39.6,7.7,329,170,94,227,0,,,
0:15:50,39.6,7.7,322,170,94,227,0,,,
0:15:51,39.6,7.7,329,170,95,227,0,,,
0:15:52,39.7,7.7,332,170,95,228,0,,,
0:15:53,39.7,7.7,324,170,94,228,0,,,
0:15:54,39.7,7.7,324,170,95,228,0,,,
0:15:55,39.7,7.7,324,170,95,229,0,,,
0:15:56,39.7,7.8,332,170,95,229,0,,,
0:15:57,39.9,7.8,327,170,95,230,0,,,
0:15:58,39.7,7.8,324,169,95,230,0,,,
0:15:59,39.9,7.8,334,169,95,230,0,,,
0:16:00,39.9,7.8,327,169,95,231,0,,,
0:16:01,39.9,7.8,334,169,95,231,0,,,
0:16:02,40,7.8,337,168,95,231,0,,,
0:16:03,40,7.8,330,168,95,232,0,,,
0:16:04,40,7.8,322,168,95,232,0,,,
0:16:05,39.9,7.8,320,168,95,233,0,,,
0:16:06,39.9,7.9,320,169,95,233,0,,,
0:16:07,39.7,7.9,332,168,95,233,0,,,
0:16:08,40,7.9,344,168,95,234,0,,,
0:16:09,40,7.9,330,168,95,234,0,,,
0:16:10,40,7.9,301,169,106,235,0,,,
0:16:11,39.5,7.9,277,169,106,235,0,,,
0:16:12,39.2,7.9,293,169,105,235,0,,,
0:16:13,39.1,7.9,298,169,105,236,0,,,
0:16:14,39,7.9,310,170,106,236,0,,,
0:16:15,39.1,8,333,169,106,236,0,,,
0:16:16,39.4,8,331,170,106,237,0,,,
0:16:17,39.4,8,317,170,106,237,0,,,
0:16:18,39.4,8,310,170,106,237,0,,,
0:16:19,39.2,8,300,170,105,238,0,,,
0:16:20,39.1,8,305,170,105,238,0,,,
0:16:21,39.1,8,312,171,105,238,0,,,
0:16:22,39.1,8,298,171,105,239,0,,,
0:16:23,38.9,8,300,171,105,239,0,,,
0:16:24,39,8,317,171,105,239,0,,,
0:16:25,39,8.1,310,171,105,240,0,,,
0:16:26,39,8.1,317,171,105,240,0,,,
0:16:27,39.1,8.1,319,171,105,241,0,,,
0:16:28,39.1,8.1,312,171,105,241,0,,,
0:16:29,39.1,8.1,312,171,105,241,0,,,
0:16:30,39.1,8.1,312,171,105,242,0,,,
0:16:31,39.1,8.1,312,171,106,242,0,,,
0:16:32,39.1,8.1,312,172,105,242,0,,,
0:16:33,39.1,8.1,305,172,105,243,0,,,
0:16:34,39,8.1,302,172,105,243,0,,,
0:16:35,39,8.2,310,172,105,243,0,,,
0:16:36,39,8.2,310,172,105,244,0,,,
0:16:37,39,8.2,303,172,97,244,0,,,
0:16:38,38.9,8.2,300,172,93,245,0,,,
0:16:39,38.9,8.2,314,172,93,245,0,,,
0:16:40,39,8.2,310,171,92,245,0,,,
0:16:41,38.9,8.2,300,171,92,246,0,,,
0:16:42,38.9,8.2,307,171,93,246,0,,,
0:16:43,38.9,8.2,314,171,93,246,0,,,
0:16:44,39,8.2,317,171,93,247,0,,,
0:16:45,39,8.3,317,171,93,247,0,,,
0:16:46,39.1,8.3,319,171,93,247,0,,,
0:16:47,39.1,8.3,312,171,93,248,0,,,
0:16:48,39.1,8.3,305,171,93,248,0,,,
0:16:49,39,8.3,310,171,93,248,0,,,
0:16:50,39.1,8.3,326,171,93,249,0,,,
0:16:51,39.2,8.3,321,171,93,249,0,,,
0:16:52,39.2,8.3,314,171,93,250,0,,,
0:16:53,39.2,8.3,314,171,93,250,0,,,
0:16:54,39.2,8.3,314,171,93,250,0,,,
0:16:55,39.2,8.4,307,170,93,251,0,,,
0:16:56,39.1,8.4,305,171,93,251,0,,,
0:16:57,39.1,8.4,319,171,93,251,0,,,
0:16:58,39.2,8.4,329,171,94,252,0,,,
0:16:59,39.4,8.4,317,171,93,252,0,,,
0:17:00,39.2,8.4,307,171,93,253,0,,,
0:17:01,39.2,8.4,322,171,94,253,0,,,
0:17:02,39.4,8.4,310,171,93,253,0,,,
0:17:03,39.1,8.4,298,171,93,254,0,,,
0:17:04,39.1,8.4,312,171,93,254,0,,,
0:17:05,39.1,8.5,319,171,93,254,0,,,
0:17:06,39.2,8.5,321,171,93,255,0,,,
0:17:07,39.2,8.5,322,170,93,255,0,,,
0:17:08,39.4,8.5,324,171,94,255,0,,,
0:17:09,39.4,8.5,331,170,94,256,0,,,
0:17:10,39.6,8.5,329,170,94,256,0,,,
0:17:11,39.5,8.5,305,170,94,257,0,,,
0:17:12,39.4,8.5,310,170,94,257,0,,,
0:17:13,39.4,8.5,317,170,94,257,0,,,
0:17:14,39.4,8.5,324,170,94,258,0,,,
0:17:15,39.5,8.6,327,171,94,258,0,,,
0:17:16,39.5,8.6,319,171,94,258,0,,,
0:17:17,39.5,8.6,319,171,94,259,0,,,
0:17:18,39.5,8.6,319,171,94,259,0,,,
0:17:19,39.5,8.6,319,171,94,260,0,,,
0:17:20,39.5,8.6,319,172,94,260,0,,,
0:17:21,39.5,8.6,319,172,94,260,0,,,
0:17:22,39.5,8.6,327,172,94,261,0,,,
0:17:23,39.6,8.6,336,172,94,261,0,,,
